Артикул,Название товара,Ссылка,Цена,Цена со скидкой,Бренд
532094,"Сыр Natura Тильзитер полутвердый 45%, 250г",https://online.metro-cc.ru/products/arla-natura-tilziter-250-g-bzmzh,329,0,NATURA
129703,"Сыр Whitecheese from Zhukovka Камамбер с черным трюфелем 50%, 125г",https://online.metro-cc.ru/products/kamamber-50-zhukovka-s-chernym-tryufelem-125g-bzmzh,359,0,WHITECHEESE FROM ZHUKOVKA
93976,"Сыр Cheese Gallery Маасдам нарезка 45%, 125г",https://online.metro-cc.ru/products/cheese-gallery-maasdam-nareznoj-bez-zamenitelya-molochnogo-zhira-120-g,208,155,CHEESE GALLERY
258617,"Сыр творожный Hochland с маринованными огурцами 60%, 140г",https://online.metro-cc.ru/products/140g-syr-tvorozh-60-hochland-s-marin-ogurtsami-gost-bzmzh,162,0,HOCHLAND
269341,"Сыр Laplandia Monterey Jack полутвердый безлактозный 45%, 350г",https://online.metro-cc.ru/products/350g-syr-45-laplandia-monterey-jack-bzmzh,519,409,LAPLANDIA
516187,"Сыр Bonfesto Моцарелла 1 шар 45%, 100г",https://online.metro-cc.ru/products/mocarella-bonfesto-45-1-shar-100g-bzmzh,143,134,BONFESTO
132381,"Сыр плавленый Карат с грибами для супа 45%, 90г",https://online.metro-cc.ru/products/syr-plavlennyy-45-dlya-supa-s-gribami-90g-bzmzh,62.9,0,КАРАТ
213943,"Сыр Радость вкуса Львиное сердце полутвердый нарезка 45%, 125г",https://online.metro-cc.ru/products/125g-syr-lvinoe-serdtse-45-radost-vkusa-nar-bzmzh,198,149,РАДОСТЬ ВКУСА
133360,"Сыр Брест-Литовск Чеддер полутвердый 45%, 200г",https://online.metro-cc.ru/products/syr-chedder-brest-litovsk-45-200g-bzmzh,235,0,БРЕСТ-ЛИТОВСК
516327,"Сыр Сиртаки Classic рассольный для греческого салата, 200г",https://online.metro-cc.ru/products/sirtaki-slassic-dlya-grecheskogo-salata-200-g-bzmzh,159,139,СИРТАКИ
258054,"Сыр Савушкин продукт Моцарелла пицца полутвердый нарезка кубики 40%, 1кг",https://online.metro-cc.ru/products/syr-savushkin-produkt-motsarella-pitstsa-polutverdyy-40-1kg,759,0,САВУШКИН ПРОДУКТ
110259,"Сыр Unagrande Моцарелла безлактозный мягкий 45%, 280г",https://online.metro-cc.ru/products/mocarella-bezlaktoznyj-unagrande-45-280g-bzmzh,349,0,UNAGRANDE
549453,"Сыр Le Superbe Swiss Parm твердый 47%, ~1кг",https://online.metro-cc.ru/products/swiss-parm-lustenberger-1kg-bzmzh,3099,2799.01,LE SUPERBE
254254,"Сыр чеддер La Paulina 48%, ~2.5кг",https://online.metro-cc.ru/products/syr-chedder-la-paulina-48-25kg,3497.5,0,LA PAULINA
203292,"Сыр Laplandia Сливочный полутвердый без лактозы 45%, 300г",https://online.metro-cc.ru/products/300g-syr-45-laplandia-slivochnyy-kusok-bzmzh,459,389,LAPLANDIA
228622,"Сыр Сваля Тильзитер полутвердый 45%, 180г",https://online.metro-cc.ru/products/180g-syr-tilziter-45-svalya-bzmzh,279,189,СВАЛЯ
131018,"METRO Chef Сыр Халлуми рассольный 40%, 270г",https://online.metro-cc.ru/products/270g-syr-hallumi-40-metro-chef-rassoln-bzmzh,274,0,METRO CHEF
204110,"Сыр Viola Голландский полутвердый 45%, 350г",https://online.metro-cc.ru/products/350g-syr-45-viola-gollandskiy-kusok-bzmzh,469,379.01,VIOLA
134939,"Сыр плавленый Hochland с ветчиной 55%, 400г",https://online.metro-cc.ru/products/plavlennyj-hochland-s-vetchinoj-55-400g-bzmzh,339,0,HOCHLAND
203277,"Сыр Viola Бутербродный полутвердый нарезка 45%, 120г",https://online.metro-cc.ru/products/120g-syr-45-viola-buterbrodnyy-narezka-bzmzh,153,0,VIOLA
653645,"METRO Chef Сыр Адыгейский 45%, ~1.1кг",https://online.metro-cc.ru/products/adygejskij-45-metro-chef-vesovoj,1087.9,0,METRO CHEF
59179,"Сыр Умалат Сулугуни для хачапури кубики нарезка 45%, 120г",https://online.metro-cc.ru/products/art-59179,176,154,УМАЛАТ
203767,"Сыр Viola Гауда полутвердый нарезка 45%, 120г",https://online.metro-cc.ru/products/120g-syr-45-viola-gauda-narezka-bzmzh,217,0,VIOLA
651365,"Сыр Ипатов Камамбер, 125г",https://online.metro-cc.ru/products/art-651365,429,299,ИПАТОВ
509144,"Сыр Vitalat Scamorza 40%, 130г",https://online.metro-cc.ru/products/vitalat-skamorca-40-130g-bzmzh,187,0,VITALAT
255716,"Сыр Киприно Тильзитер кусок 50%, 200г",https://online.metro-cc.ru/products/syr-kiprino-tilziter-kusok-50-200g,298,199,КИПРИНО
98464,"Сыр La Paulina Чеддер полутвердый нарезка 48%, 400г",https://online.metro-cc.ru/products/la-paulina-chedder-48-bzmzh-400-g,549,529,LA PAULINA
262635,"Сыр Альгерд Пармезан классический 45%, ~3.9кг",https://online.metro-cc.ru/products/39kg-syr-parmezan-45-algerd-klassicheskiy-bzmzh,3116.1,0,АЛЬГЕРД
119942,"METRO Chef Сыр Гауда полутвердый нарезка 48%, 150г",https://online.metro-cc.ru/products/150g-48-gauda-metro-chef-narezka-bzmzh,197,0,METRO CHEF
208846,"METRO Chef Сыр камамбер 50%, 1кг",https://online.metro-cc.ru/products/1kg-syr-kamamber-50-metro-chef-bzmzh,1639,0,METRO CHEF
122602,"Сыр Alti Mozzarella Gourmet для пиццы 40%, ~2кг",https://online.metro-cc.ru/products/dlya-piccy-alti-mozzarella-gourmet-40-2-kg,1478,0,ALTI
255117,"METRO Chef Сыр с пажитником 45%, ~1кг",https://online.metro-cc.ru/products/1kg-syr-45-metro-chef-s-pazhitnikom-bzmzh,1349,1049,METRO CHEF
409582,"Сыр Ровеньки Голландский твердый, ~3.2кг",https://online.metro-cc.ru/products/rovenki-gollandskij-4kg-bzmzh,3068.8,0,РОВЕНЬКИ
43860,"Сыр Киприно Молочный полутвердый 50%, ~1кг",https://online.metro-cc.ru/products/molochnyj-kiprino-50-1kg-bzmzh,1169,0,КИПРИНО
137419,"Сырный продукт Стародуб Тильзитер 45%, ~5.2кг",https://online.metro-cc.ru/products/produkt-syrnyy-starodub-tilziter-45-52kg,3062.8,0,СТАРОДУБ
201941,"Сыр Blue Delice c голубой плесенью 50%, 100г",https://online.metro-cc.ru/products/100g-syr-50-bluedelice-golubaya-plesen-bzmzh,241,0,BLUE DELICE
208847,"METRO Chef Сыр бри 50%, 1кг",https://online.metro-cc.ru/products/1kg-syr-bri-50-metro-chef-bzmzh,1719,0,METRO CHEF
216923,"aro Сыр Гауда 45%, 200г",https://online.metro-cc.ru/products/200g-syr-gauda-45-aro-bzmzh,182,0,ARO
219711,"Сыр Луговая свежесть Сулугуни 45%, ~700г",https://online.metro-cc.ru/products/suluguni-lugovaya-svezhest-25-700g-bzmzh,699.3,0,ЛУГОВАЯ СВЕЖЕСТЬ
119947,"METRO Chef Сыр Эдам 40%, 500г",https://online.metro-cc.ru/products/500g-40-edam-metro-chef-kusok-bzmzh,509,0,METRO CHEF
132380,"Сыр плавленый Карат с луком для супа, 45%, 90г",https://online.metro-cc.ru/products/syr-plavlennyy-45-dlya-supa-s-lukom-90g-bzmzh,62.9,0,КАРАТ
218902,"Сыр творожный Sveza Воздушный сливочный 60%, 150г",https://online.metro-cc.ru/products/150g-syr-tvorozhnyy-60-sveza-vozdushnyy-slivoch-bzmzh,119,0,SVEZA
225640,"METRO Chef Сыр Чечил-спагетти копченый 45%, 500г",https://online.metro-cc.ru/products/500g-syr-chechil-spagetti-45-metro-chef-kopchenyy-bzmzh,799,0,METRO CHEF
269428,"Сыр Поставы городок Гранд пармезан 45%, 180г",https://online.metro-cc.ru/products/180g-syr-parmezan-45-postavy-gorodok-grand-bzmzh,209,179,ПОСТАВЫ ГОРОДОК
557517,"Сыр Hochland Фетакса в рассоле мягкий 45%, 480г",https://online.metro-cc.ru/products/hochland-klassicheskij-480g-bzmzh,399,0,HOCHLAND
486389,"Сыр Bonfesto Рикотта мягкий 40%, 250г",https://online.metro-cc.ru/products/rikotta-myagkij-bonfesto-40-250-g-bzmzh,175,154,BONFESTO
621688,"METRO Chef Сыр Тильзитер 45%, ~1кг",https://online.metro-cc.ru/products/metro-chef-tilziter-45,969,0,METRO CHEF
139393,"Сыр Vitalat Bocconcini копченый 40%, 100г",https://online.metro-cc.ru/products/100g-syr-bokkonchini-40-vitalat-kopchenyy-bzmzh,179,0,VITALAT
591773,"Сыр Le Superbe Saint Christoph мягкий 47%, ~1.7кг",https://online.metro-cc.ru/products/lustenberger-saint-christoph-le-superbe-17kg-bzmzh,6033.3,5268.3,LE SUPERBE
611256,"Сыр плавленый Viola сливочный треугольники 45%, 130г",https://online.metro-cc.ru/products/viola-slivochnyj-bez-dobavok-130g-bzmzh,128,115.01,VIOLA
103360,"Сыр Depardieu Recommande Calvet Ferme твердый 50%, 250г",https://online.metro-cc.ru/products/calvet-ferme-50-12-mesyacev-250g,559,0,DEPARDIEU RECOMMANDE
133703,"Сыр Эконива Durr Classic 6 месяцев выдержки твердый 50%, 200г",https://online.metro-cc.ru/products/syr-ekoniva-tverdyy-durr-6-mesyatsev-vyderzhki-50-200g-bzmzh,,409,ЭКОНИВА
528176,"Сыр Vitalat Perlini копченый 40%, 100г",https://online.metro-cc.ru/products/vitalat-perlini-kopchenyj-40-100g-bzmzh,171,0,VITALAT
203772,"Сыр Viola Чеддер полутвердый нарезка 50%, 120г",https://online.metro-cc.ru/products/120g-syr-50-viola-chedder-narezka-bzmzh,256,0,VIOLA
227574,"Сыр Laplandia легкий полутвердый без лактозы нарезка 17%, 120г",https://online.metro-cc.ru/products/syr-laplandia-legkiy-polutverdiy-bez-laktozy-narezka-17-120g,244,0,LAPLANDIA
259180,"Сыр Сваля Чеддер красный нарезка 50%, 125г",https://online.metro-cc.ru/products/125g-syr-chedder-50-svalya-krasnyy-narezka-bzmzh,223,147,СВАЛЯ
591776,"Сыр Le Superbe Emmentaler полутвердый 50%, ~1кг",https://online.metro-cc.ru/products/lustenberger-le-superbe-1kg-bzmzh,4299,0,LE SUPERBE
70361,"Сыр Alpino Грюйер Швейцарский твердый 50%, ~400г",https://online.metro-cc.ru/products/syr-alpino-gryuyer-shveytsarskiy-tverdiy-50-400g,2019.6,0,ALPINO
24264,"Сыр Le Superbe Le Gruyere твердый нарезка 50%, 150г",https://online.metro-cc.ru/products/art-24264,879,699,LE SUPERBE
203768,"Сыр Viola Российский полутвердый нарезка 50%, 270г",https://online.metro-cc.ru/products/270g-syr-50-viola-rossiyskiy-narezka-bzmzh,419,0,VIOLA
203760,"Сыр Viola Российский полутвердый нарезка 50%, 120г",https://online.metro-cc.ru/products/120g-syr-50-viola-rossiyskiy-narezka-bzmzh,202,0,VIOLA
132598,"Сыр творожный Almette с огурцами и зеленью 60%, 150г",https://online.metro-cc.ru/products/tvorozhnyj-almette-s-ogurcami-zelenyu-60-150g-bzmzh,164,0,ALMETTE
635234,"Сыр Ипатов Мастерская сыра Коза в белом с благородной белой плесенью мягкий 50%, 110г",https://online.metro-cc.ru/products/ipatov-koza-v-belom-myagkij-s-plesenyu-110g-bzmzh,429,339,ИПАТОВ
544451,"Сыр Pretto Рикотта мягкий 45%, 500г",https://online.metro-cc.ru/products/myagkij-rikotta-pretto-45-500-g,329,319,PRETTO
612310,"Сыр мягкий Vitalat Бри с белой плесенью 60%, 125г",https://online.metro-cc.ru/products/vitalat-brie-60-125g-bzmzh,275,229,VITALAT
258048,"Сыр Брест-Литовск выдержанный экстра твердый нарезка 45%, 150г",https://online.metro-cc.ru/products/syr-brest-litovsk-vyderzhannyy-ekstra-tverdyy-45-150g,359,334,БРЕСТ-ЛИТОВСК
666474,"Сыр плавленый Viola сливочный 45%, 180г",https://online.metro-cc.ru/products/slivochnyj-viola-doj-pak-45-180g-mdzh,147,0,VIOLA
621692,"METRO Chef Сыр Маасдам 45%, ~2.5кг",https://online.metro-cc.ru/products/maasdam-45-metro-chef-vesovoj,2347.5,0,METRO CHEF
225644,"METRO Chef Сыр Чечил Коса копченый 45%, 540г",https://online.metro-cc.ru/products/540g-syr-chechil-kosa-45-metro-chef-kopchenyy-bzmzh,859,0,METRO CHEF
217686,"Сыр Боровский сыр косичка 45%, 100г",https://online.metro-cc.ru/products/100g-syr-kosichka-45-borovskiy-bzmzh,197,0,БОРОВСКИЙ СЫР
270694,"Сыр Le Superbe Сан-Кристоф 57%, 180г",https://online.metro-cc.ru/products/180g-syr-san-kristof-57-le-superbe-bzmzh,699,649,LE SUPERBE
204097,"Сыр Laplandia Сливочный полутвердый без лактозы нарезка 45%, 250г",https://online.metro-cc.ru/products/syr-laplandia-slivochniy-polutverdiy-bez-laktozy-narezka-45-250g,469,0,LAPLANDIA
225494,"Сыр Natura selection Matured Havarti выдержанный твердый нарезка 45%, 150г",https://online.metro-cc.ru/products/150g-syr-havarti-45-natura-selection-vyderzh-nar-bzmzh,255,0,NATURA SELECTION
557516,"Сыр Hochland Фетакса в рассоле мягкий 45%, 250г",https://online.metro-cc.ru/products/hochland-nezhnaya-klassicheskaya-200g-bzmzh,222,0,HOCHLAND
227462,"aro Сырный продукт для пиццы 45%, ~1-2кг",https://online.metro-cc.ru/products/aro-produkt-belkovo-zhirovoy-dlya-pitstsy-45-1kg,499,0,ARO
207701,"Сыр Unagrande Моцарелла палочки 45%, 120г",https://online.metro-cc.ru/products/120g-syr-motsarella-45-unagrande-palochki-bzmzh,199,0,UNAGRANDE
216928,"aro Сыр тильзитер 45%, 200г",https://online.metro-cc.ru/products/200g-syr-tilziter-nt-45-aro-bzmzh,177,0,ARO
436267,"Сыр Galbani Буррата мягкий 50%, 200г",https://online.metro-cc.ru/products/mocarella-galbani-burrata-200g-bzmzh,569,0,GALBANI
560040,"Сыр Unagrande Маскарпоне мягкий 80%, 250г",https://online.metro-cc.ru/products/myagkij-maskarpone-unagrande-80-250-g,349,0,UNAGRANDE
203770,"Сыр Laplandia Сливочный полутвердый без лактозы нарезка 45%, 130г",https://online.metro-cc.ru/products/syr-laplandia-slivochniy-polutverdiy-bez-laktozy-narezka-45-130g,268,0,LAPLANDIA
657827,"Ассорти швейцарских сыров Le Superbe Gourmet Kase-Platte, 260г",https://online.metro-cc.ru/products/art-657827,1389,1169,LE SUPERBE
561793,"Сыр плавленый Viola сливочный, 200г",https://online.metro-cc.ru/products/viola-slivochnyj-200-g-bzmzh,219,0,VIOLA
134935,"Сыр плавленый Hochland Ассорти зеленое треугольники 45-50%, 140г",https://online.metro-cc.ru/products/plavlennyj-hochland-assorti-zelenoe-45-50-140g-bzmzh,165,0,HOCHLAND
208688,"Сыр Умалат брынза классический 45%, 200г",https://online.metro-cc.ru/products/200g-syr-brynza-45-umalat-klassicheskaya-bzmzh,232,0,УМАЛАТ
32199,"Сыр Долголетие Чечил спагетти ассорти №1 45%, 150г",https://online.metro-cc.ru/products/chechil-spagetti-assorti-1-dolgoletie-45-150g,267,0,ДОЛГОЛЕТИЕ
228430,"Сыр Брест-Литовск Голландский полутвердый 45%, 200г",https://online.metro-cc.ru/products/syr-gollandskiy-brest-litovsk-kusok-45-200g,198,179,БРЕСТ-ЛИТОВСК
567734,"Сыр Тревиль нуар Камамбер мягкий 45%, 130г",https://online.metro-cc.ru/products/kamamber-trevil-nuar-130g-bzmzh,281,0,ТРЕВИЛЬ
135190,"Сыр плавленый Viola четыре сыра 50%, 400г",https://online.metro-cc.ru/products/plavlennyj-viola-chetyre-50-400g-bzmzh,369,0,VIOLA
262037,"Сыр President Royal Bleu с голубой плесенью 55%, 125г",https://online.metro-cc.ru/products/syr-president-royal-bleu-s-goluboy-plesenyu-55-125g,389,344,PRESIDENT
122607,"Сыр Cheese Gallery Лайт полутвердый 9%, 200г",https://online.metro-cc.ru/products/200g-9-sneese-gallery-lajt-kus-bzmzh,267,0,CHEESE GALLERY
621702,"METRO Chef Сыр Эмменталер полутвердый нарезка 45%, 500г",https://online.metro-cc.ru/products/metro-chef-emmentaler-45-narezka-500-g,809,0,METRO CHEF
259178,"Сыр Сваля Тильзитер нарезка 45%, 125г",https://online.metro-cc.ru/products/125g-syr-tilziter-45-svalya-narezka-bzmzh,182,129,СВАЛЯ
258609,"Сыр плавленый Hochland Гриль Чиз в ломтиках 40%, 150г",https://online.metro-cc.ru/products/150g-syr-plav-40-hochland-gril-chiz-slaysy-bzmzh,154,134,HOCHLAND
589171,"Сыр Le Superbe Switzerland Swiss полутвердый 49%, ~1кг",https://online.metro-cc.ru/products/lustenberger-lesuperbe-shvejcarskij-3kg-bzmzh,2439,0,LE SUPERBE
270693,"Сыр Le Superbe Жура Монтань 52%, 180г",https://online.metro-cc.ru/products/180g-syr-zhura-montan-52-le-superbe-bzmzh,829,779,LE SUPERBE
232452,"Продукт сыросодержащий Terra del Gusto Chef российский 40%, ~2.5кг",https://online.metro-cc.ru/products/25kg-produkt-syr-40-terra-del-gusto-chef-rossiyskiy,1197.5,0,TERRA DEL GUSTO
662437,"Сыр Dorblu a la creme с голубой плесенью мягкий 65%, 80г",https://online.metro-cc.ru/products/krem-dorblu-a-la-creme-s-goluboj-65-80g-bzmzh,207,0,DORBLU
93209,"METRO Chef Сыр Блю Чиз крошка 56%, 500г",https://online.metro-cc.ru/products/art-93209,1139,0,METRO CHEF
531581,"Сыр творожный Виолетта Violette маринованные огурчики, 140г",https://online.metro-cc.ru/products/violette-s-ogurcami-zelenyu-140-g-bzmzh,122,109,ВИОЛЕТТА
134943,"Сыр плавленый Hochland с ветчиной 55%, 200г",https://online.metro-cc.ru/products/plavlennyj-hochland-s-vetchinoj-55-200g-bzmzh,208,0,HOCHLAND
210272,"Сыр Galbani Буррата со вкусом песто 50%, 200г",https://online.metro-cc.ru/products/200g-syr-burrata-50-galbani-so-vkusom-pesto-bzmzh,499,474,GALBANI
110261,"Сыр Unagrande Моцарелла безлактозный мягкий 45%, 125г",https://online.metro-cc.ru/products/syr-mocarella-bezlaktoznyj-unagrande-45-125g-bzmzh,207,165,UNAGRANDE
253613,"Сыр плавленый Карат Чизбургер в ломтиках 25%, 130г",https://online.metro-cc.ru/products/syr-plavlenyy-karat-chizburger-slaysy-25-130g,102,95.9,КАРАТ
225148,"Сыр Эконива Колыбельский полутвердый 45%, 200г",https://online.metro-cc.ru/products/200g-syr-45-ekoniva-kolybelskiy-bzmzh,202,0,ЭКОНИВА
653647,"METRO Chef Сыр сулугуни копченый, ~600г",https://online.metro-cc.ru/products/suluguni-kopchenyj-bez-soderzhaniya-molochnogo-zhira-metro-chef-06-kg,767.4,0,METRO CHEF
203769,"Сыр Viola Голландский полутвердый нарезка 45%, 270г",https://online.metro-cc.ru/products/270g-syr-45-viola-gollandskiy-narezka-bzmzh,399,0,VIOLA
227592,"Сыр Laplandia Emmental полутвердый нарезка 45%, 120г",https://online.metro-cc.ru/products/120g-syr-emmental-45-laplandia-narezka-bzmzh,237,0,LAPLANDIA
385715,"Сыр плавленый Viola Финское избранное треугольники, 130г",https://online.metro-cc.ru/products/viola-slivochnyj-finskoe-izbrannoe-130g-bzmzh,128,115.01,VIOLA
385716,"Сыр плавленый Viola Итальянское избранное треугольники, 130г",https://online.metro-cc.ru/products/viola-slivochnyj-italyanskoe-izbrannoe-130g-bzmzh,128,115.01,VIOLA
249954,"Продукт белково-жировой ЮКМП Сулугуни оригинальный 50%, 2кг",https://online.metro-cc.ru/products/produkt-belkovo-zhirovoy-yukmp-suluguni-originalnyy-50-2kg,729,0,Без бренда
133121,"Сыр Эконива Durr Classic 12 месяцев выдержки твердый 50%, ~900г",https://online.metro-cc.ru/products/syr-tverdyy-dyurr-ekoniva-12-mesyatsev-vyderzhki-900g-bzmzh,2609.1,2298.6,ЭКОНИВА
624016,"Сыр President Snack a la Francaise мягкий с белой плесенью 60%, 170г",https://online.metro-cc.ru/products/art-624016,499,0,PRESIDENT
87386,"Сыр Киприно Алтайский полутвердый 50%, ~1.5кг",https://online.metro-cc.ru/products/altajskij-kiprino-50-15kg-bzmzh,2233.5,0,КИПРИНО
232455,"Сыр Terra del Gusto Моцарелла полутвердый 40%, ~1.2кг",https://online.metro-cc.ru/products/12kg-syr-motsarella-40-terra-del-gusto-bzmzh,910.8,0,TERRA DEL GUSTO
221576,"METRO Chef Сыр грюйер 50%, 200г",https://online.metro-cc.ru/products/200g-syr-gryuyer-50-metro-chef-bzmzh,1029,0,METRO CHEF
95339,"Сыр Киприно Швейцарский полутвердый нарезка 50%, 125г",https://online.metro-cc.ru/products/shvejcarskij-kiprino-50-125-g-narezka-bzmzh,216,0,КИПРИНО
626012,"Сыр Pretto Чильеджина Моцарелла в воде 45%, 100г",https://online.metro-cc.ru/products/art-626012,138,0,PRETTO
132385,"Сыр творожный Виолетта креветка 70%, 140г",https://online.metro-cc.ru/products/syr-tvorozhnyy-70-violetta-krevetka-140g-bzmzh,122,109,ВИОЛЕТТА
245648,"Сыр плавленый Город сыра Гурманский копченый нарезка 40%, 150г",https://online.metro-cc.ru/products/150g-syr-plav-40-gorod-gurmanskiy-kopchenyy-nar-bzmzh,146,0,ГОРОД СЫРА
130369,"Сыр Тысяча озёр Сливочный полутвердый нарезка 50%, 125г",https://online.metro-cc.ru/products/125g-50-slivochnyj-tysyacha-ozyor-nar-bzmzh,183,159,ТЫСЯЧА ОЗЁР
218457,"Сыр Bonfesto Сливочный белый соус для пиццы 70%, 2кг",https://online.metro-cc.ru/products/2kg-syr-myagkiy-slivochn-70-bonfesto-bel-sous-dpits-bzmzh,979,939,BONFESTO
220874,"Сыр плавленый President шоколадный 30%, 400г",https://online.metro-cc.ru/products/president-shokoladnyj-400-g-bzmzh,339,279,PRESIDENT
593834,"Сыр Le Superbe Sbrinz твердый 47%, 195г",https://online.metro-cc.ru/products/lustenberger-sbrinc-195-g-bzmzh,939,0,LE SUPERBE
134944,"Сыр плавленый Hochland с грибами 55%, 200г",https://online.metro-cc.ru/products/plavlennyj-hochland-s-gribami-55-200g-bzmzh,208,0,HOCHLAND
98466,"Сыр La Paulina Чеддер полутвердый нарезка 48%, 150г",https://online.metro-cc.ru/products/la-paulina-chedder-48-bzmzh-150-g,262,229,LA PAULINA
105441,"Сыр Cheese Gallery Гауда полутвердый 45%, 200г",https://online.metro-cc.ru/products/cheese-gallery-gauda-kusok-200g,251,0,CHEESE GALLERY
519091,"Сыр Карлов двор Гауда полутвердый, ~1.5кг",https://online.metro-cc.ru/products/karlov-dvor-gauda-15kg-bzmzh,1966.4,0,КАРЛОВ ДВОР
146506,"Сыр Киприно Мастер полутвердый 50%, ~1.5кг",https://online.metro-cc.ru/products/master-kiprino-15kg-bzmzh,1903.5,0,КИПРИНО
228872,"Сыр Предгорье Кавказа сулугуни Халяль 45%, 300г",https://online.metro-cc.ru/products/300g-syr-suluguni-45-predgore-kavkaza-halyal-bzmzh,409,0,ПРЕДГОРЬЕ КАВКАЗА
621694,"METRO Chef Сыр Чеддар 50%, ~2.5кг",https://online.metro-cc.ru/products/metro-chef-cheddar-50-25kg,2272.5,0,METRO CHEF
233874,"Сырный продукт Terra del Gusto Chef для пиццы нарезка кубики 50%, 1кг",https://online.metro-cc.ru/products/produkt-syrosoderzhaschiy-terra-del-gusto-chef-kubiki-dlya-pitstsy-50-1kg,459,0,TERRA DEL GUSTO
215599,"Сыр Эндорф Тульер Doux твердый 50%, 200г",https://online.metro-cc.ru/products/200g-syr-tverdyy-tulyere-doux-50-endorf-bzmzh,369,0,ЭНДОРФ
125719,"Сыр Unagrande Моцарелла для пиццы 45%, 460г",https://online.metro-cc.ru/products/460g-mocarella-unagrande-d-piccy-bzmzh,639,0,UNAGRANDE
228621,"Сыр Schonfeld Эдам полутвердый нарезка 45%, 125г",https://online.metro-cc.ru/products/125g-syr-edam-45-schonfeld-narezka-bzmzh,218,139,SCHONFELD
258655,"Сыр мягкий Bridel Blue Cheese с голубой плесенью 54%, 100г",https://online.metro-cc.ru/products/100g-syr-blyu-chiz-54-bridel-s-goluboy-plesenyu-bzmzh,319,269,BRIDEL
88183,"Сыр плавленый Карат сливочный 45%, 200г",https://online.metro-cc.ru/products/art-88183,144,0,КАРАТ
134958,"Сыр плавленый Hochland Сливочный 35%, 100г",https://online.metro-cc.ru/products/plavlenyj-hochland-slivochnyj-35-100g-bzmzh,78.9,0,HOCHLAND
88557,"Сыр плавленый President сливочный 45%, 200г",https://online.metro-cc.ru/products/slivochnyj-president-45-200g-bzmzh,179,0,PRESIDENT
113889,"METRO Chef Сыр чеддер 50%, 500г",https://online.metro-cc.ru/products/500g-syr-50-metro-chef-chedder-bzmzh,679,0,METRO CHEF
218276,"Сыр плавленый Карат сливочный 25%, 130г",https://online.metro-cc.ru/products/130g-syr-plavlenyy-25-karat-slivochnyy-slaysy-bzmzh,102,95.9,КАРАТ
54369,"Сыр Киприно Швейцарский твердый 50%, ~1кг",https://online.metro-cc.ru/products/art-54369,2938,2198,КИПРИНО
122882,"METRO Chef Сыр Мраморный полутвердый, ~1кг",https://online.metro-cc.ru/products/1kg-45-metro-chef-mramornyj-brus-bzmzh,959,0,METRO CHEF
574154,"Сыр Laime Пармезан 6 месяцев созревания твердый 40%, 175г",https://online.metro-cc.ru/products/laime-parmezan-40-175-g-bzmzh,499,0,LAIME
404767,"Сыр плавленый President сливочный в ломтиках 45%, 300г",https://online.metro-cc.ru/products/slivochnyj-president-master-buterbroda-300-g-bzmzh,233,0,PRESIDENT
256262,"Сыр российский Viola кусок 50%, 180г",https://online.metro-cc.ru/products/180g-syr-rossiyskiy-50-viola-kusok-bzmzh,241,205,VIOLA
228873,"Сыр Предгорье Кавказа майкопский Халяль 45%, 300г",https://online.metro-cc.ru/products/300g-syr-maykopskiy-45-predgore-kavkaza-halyal-bzmzh,389,0,ПРЕДГОРЬЕ КАВКАЗА
254888,"Сыр Ларец с лисичками 45%, ~1кг",https://online.metro-cc.ru/products/1kg-syr-45-larets-s-lisichkami-bzmzh,1379,0,ЛАРЕЦ
116705,"METRO Chef Сыр моцарелла Чильеджина 45%, 125г",https://online.metro-cc.ru/products/125g-45-metro-chef-mocarella-chilyedzhina-bzmzh,147,0,METRO CHEF
101073,"Сыр Unagrande Ricotta из свежего молока мягкий 50%, 500г",https://online.metro-cc.ru/products/syr-myagkij-unagrande-ricotta-iz-svezhego-moloka-50-500g,296,279,UNAGRANDE
626299,"Сыр Pretto Рикотта мягкий 45%, 200г",https://online.metro-cc.ru/products/myagkij-rikotta-pretto-45-200-g,118,0,PRETTO
254051,"Сыр плавленый President с ветчиной, 400г",https://online.metro-cc.ru/products/art-254051,339,279,PRESIDENT
643743,"Сыр Kesidis Dairy Фета со специями, 200г",https://online.metro-cc.ru/products/kesidis-dairy-so-speciyami-200g-bzmzh,218,0,KESIDIS DAIRY
319689,"Сыр Тамбовский Сулугуни 45%, ~600г",https://online.metro-cc.ru/products/suluguni-tambovskij-45-600g-bzmzh,929.4,0,ТАМБОВСКИЙ
32200,"Сыр Долголетие Чечил спагетти ассорти №2 45%, 150г",https://online.metro-cc.ru/products/chechil-spagetti-assorti-2-dolgoletie-45-150g,267,0,ДОЛГОЛЕТИЕ
226060,"Сыр Савушкин продукт Sveza Брынза Нежная мягкий 45%, 250г",https://online.metro-cc.ru/products/250g-brynza-nezhnaya-sveza-45-savushkin-produkt-bzmzh,189,174,САВУШКИН ПРОДУКТ
81435,"Сыр творожный Виолетта Violette Cream cheese сливочный 70%, 180г",https://online.metro-cc.ru/products/violette-70-180-g,173,0,ВИОЛЕТТА
118501,"Набор сыров Depardieu Recommande Parmedjano Perfetto 45% + Parmedjano Eccellente 45% 250г x 2шт, 500г",https://online.metro-cc.ru/products/500g-n-syr-45-parmed-perfetto-24m-eccellente-36m-bzmzh,1579,0,DEPARDIEU RECOMMANDE
